artista,genero_musical,tipo,nombre,año_lanzamiento,id,popularidad
No Race,metal,cancion,Despair of War,2015,4TRVMZ6oJvJhQhNov6tEOs,0
Negacy,metal,cancion,Need No Guidance,2015,2yndN8BmQ7UlPtQobG6VA9,0
United,metal,cancion,DON'T LET PEACE BREAK OUT,2015,4t3hzaVnQLEQIMsK2M63pa,0
End-Time Illusion,metal,cancion,In the Court of the Pharaoh,2015,41fm3i8LmhhU6R32tbKpLV,0
Grÿmt,metal,cancion,Phallic Salvation,2015,0T2VErCIi1rCD9LxhU4CAV,0
Brothers of no one,metal,cancion,Brothers of No One,2015,1t1KIBZjxUAR1vGSvSP2fS,0
Isengrim,metal,cancion,Maata Ja Multaa,2015,3ym7J0k7KLebIxgAUzYCBM,0
Dark Slumber,metal,cancion,All the Lights Fade Away,2015,5q39liG91TfS0Ts6ht2vhH,0
Akem Manah,metal,cancion,Chant for Ezkaton 2000,2015,7jKcpaTUEcfnpp4F7XOtuf,0
Snakedriver,metal,cancion,Reverse Damascus,2015,3mDnx0AwICisKMhgaZlFuF,0
Hungry Head Hunters,metal,cancion,Gwen - 2023 Mix,2015,5FkQ7vnh9M5N3WpmQYfd1w,0
Coldness,metal,cancion,Hope,2015,12gNSPkWF8qxVXTiW9xDZe,0
Sepiroth,metal,cancion,Patrilineal cleansing,2015,3gxrLjdtJvVHbM7OhoF0MV,0
Nuclear,metal,cancion,Waging War,2015,130GXoKArjI2GrViiYf2bo,0
Thrunda,metal,cancion,Protesto,2015,5cguPSZRDFHLspc7t4vyJn,0
Beneath the Storm,metal,cancion,Burn the Witch,2015,5ErLivxONq0i63mcdIwh54,0
Human Waste,metal,cancion,Beauty Also Rots,2015,7D7qVABJIf6CjimYgP2BI9,0
Sauron,metal,cancion,Normandia,2015,6YXlZsspVEKdmQNz7gPN30,0
Khaotika,metal,cancion,Black Moon Lilith,2015,0Sy7Uvrq1b2YGWH0U3Br3V,0
"Eve, The Betrayer",metal,cancion,The Lies They Feed You,2015,3zPsd6xKFDLMPe701FOF8i,0
Septimo Angel,metal,cancion,Sigo Aquí,2015,2JC7LwVDyd5c218Al4JZKn,0
Decomposing Entity,metal,cancion,Quai Quae,2015,4M7NIW6haKuiKJDaZXtmH8,0
Arsenal,metal,cancion,Eterna Salvación,2015,6yLF071sw35yrYkGJ8bshK,0
Lycanthropy,metal,cancion,Moonlight,2015,4bY4XnSZO8o5nliGh6AZXC,0
The Under,metal,cancion,The Harvest,2015,7D9Ao8TRGeo2MIFQCdFM1X,0
Avertia,metal,cancion,Brottsjø,2015,1V5eXRzRKYNNkTV2fcfMS3,0
Rannoch,metal,cancion,Heaven's Mirror,2015,27F6wy3VtcJa715O6eBsOp,0
Yoğun Bakım,metal,cancion,Son Nefes,2015,2px5AmtH7Tur9S55ybJe4z,2
Grey Lethal,metal,cancion,Behind the Mask,2015,2v495sQTnmkJKnqIo8sFXk,0
Scythe For Sore Eyes,metal,cancion,Feast in Lies,2015,6UBrsxg7ZZ8vUlzRwAtbJs,0
Karma Violens,metal,cancion,About My Creator,2015,1pQimtGgXgSDvw88Rd6KCo,0
Honorvm,metal,cancion,Ley Universal,2015,6drAz40O2u2AhS9AstQ5eJ,0
Thrunda,metal,cancion,Poluição,2015,72mndijjsLOwtLa4zn9Nds,0
Whythre,metal,cancion,Paranoia Delusion,2015,4vZ5W5KhDbbjrIZv0vklvb,0
The Killing Hours,metal,cancion,The Denied,2015,4UYUe1ShQ4UtFs29d6XTaq,0
Bullet Course,metal,cancion,Dopamina II,2015,0R7vetT9isxvRfUEbsKEsM,0
Antonello Giliberto,metal,cancion,Endless Labyrinth,2015,5U5l96b51wJzfFyn1wkXE1,0
Isolated Antagonist,metal,cancion,Decisions,2015,1CUvQOJkaLf8SmWI2YPXMy,0
Scylla,metal,cancion,VOID,2015,01DlxwCGkLWrL1ZF9NMwSI,0
Hate in Flesh,metal,cancion,Paradise of Sins,2015,6GIAyclGVJeD2lUBYXTDEs,0
Lapsus Dei,metal,cancion,The Meeting (Live),2015,6h8fPQ6YZw0a62UyThZVCg,0
The Machinist,metal,cancion,Sledge Hammer - Matt Saderlan Remix,2015,2PBHErzpC5blYZG8HL99bH,0
Visceral Hatred,metal,cancion,Enter the Lair,2015,2Pb06eXtQSIj8vjOLCB01y,0
Eternal Sorrow,metal,cancion,The House III: Memories,2015,5UpWMoD14U7BpeMY1hipNp,0
The Bootlegs,metal,cancion,Poser,2015,115X8P8hL4az7HYImzXzk1,0
Q'ulle,metal,cancion,Monster - Off Vocal Karaoke Ver,2015,6Hdz2fBWTyIlwgtiBuqx94,0
Caos Day,metal,cancion,Las Calles Hablan,2016,4S3VlJFI02Bl82NQfgzDQh,2
Ñu,metal,cancion,Preparan - Las Ventas 2016,2016,28aWXutfSo7mEgGBRs3WHG,1
Eraso!,metal,cancion,Ez da Ezer Gertatzen,2016,6ugDKqCCkc39gv81YmFfvh,1
Bellako,metal,cancion,Thc,2016,6lA93phzEaUs2QCn28S2L3,0
Jane's Addiction,metal,cancion,Been Caught Stealing,2016,5jQtVvUwGAQB2dIJN9lgWD,1
Titular Mads,metal,cancion,Desierto,2016,7yWbTVeyTU3MGqT9t0Vgf0,0
Talesien,metal,cancion,Alma Encadenada,2016,2CJjPSJt51iKftcpSFdOuC,0
Caos Day,metal,cancion,Dime por Que,2016,2uEXeD8CjjQRUf7IMg43ec,1
Ñu,metal,cancion,El flautista - Las Ventas 2016,2016,5nKF6OHhNlomCfIQOnhZav,1
Rat-Zinger,metal,cancion,No Soy de Nazareth,2016,34m7ozaiLLXMyunNbyRFWy,0
Eraso!,metal,cancion,Ezinak Ekinez Eginak,2016,5PtVejzF0N0mIx3YBM4Wxs,0
Caos Day,metal,cancion,Generación Perdida,2016,2lXQrpTfVWJ655mcURfBFf,0
PATENTE DE CORSO,metal,cancion,Origen y Legado,2016,6UA3Ba2exO4hvyaPVYEaH3,0
Scila,metal,cancion,Before Your Eyes,2016,0DSnrZWYIi1t4ryoT2x80c,1
Nocheterna,metal,cancion,Tu propia voz,2016,4KWlGbXV0QOAKBRAJo3RlV,0
Orion Rise,metal,cancion,Orion,2016,2Ad4qGMHQJg2dIyWdogZZz,2
Ra's Dawn,metal,cancion,The Dawn of Ra,2016,3J6CMFaTPOA0PKtikHbXC4,0
Gizeh,metal,cancion,Sonidos Nocturnos,2016,0aEc6P8vB7VQxHg3ACuhTx,0
Donuts Hole,metal,cancion,La Verdad,2016,6tZpgAvIypaZH7kZycBKCj,0
Astral Experience,metal,cancion,Ella,2016,5ol9hL0PbSj2upOfaUSKky,0
Nocheterna,metal,cancion,Por siempre,2016,43Ka0Vsfi5H0IdsoA3ucAQ,0
Pulpo Negro,metal,cancion,Predicador,2016,0fsUGNZnter9abgEX5oW3Z,0
Psykup,metal,cancion,Teacher (Sors la tête),2016,2fr2BdQvxMtiQFzHnvRc3h,1
Rajasinga,metal,cancion,1/2 5 - 10,2016,5hbKwAGIYS0VvgVWUdRBDo,7
Condescension,metal,cancion,Eden in Ashes - Instrumental,2016,4HPNwO9STStwAqC2eugQuq,0
The Sign of Four,metal,cancion,Twoten,2016,1v8qPfiNcNKTBDP0A0uZ65,1
Go to Whitecastle,metal,cancion,Beast Inside,2016,7cF43QslOhaYlcrGt9HvG7,0
Sonneillon,metal,cancion,Kill the Priest,2016,3gxKaFH3gLwAqTXRnG7kL1,0
Odinfist,metal,cancion,Four Drawn as One,2016,07aLK2Fm9sbzs8qNohwfGX,0
Decimate,metal,cancion,War Goes On,2016,1s2qebKVBgqfFMC3WcKvGk,0
Controlled Bleeding,metal,cancion,Trawler's Song,2016,75V0CAjFJgxpuWhaqNKxaC,0
The Southern Oracle,metal,cancion,Chaosbringer - Live,2016,217vj6dIuhNENMPgBs4LwH,0
Scala Mercalli,metal,cancion,Face My Enemy,2016,19pCqseOqnfAUDiFUtvCTG,0
By Will Alone,metal,cancion,Bae Fortuna,2016,4y6m1ouInTn7Pbo1xDm9kW,0
Stardown,metal,cancion,Among the Stars (Instrumental),2016,0l0nk7BvvhHqmLyJ0eutH8,0
Ştiu Nu Ştiu,metal,cancion,Blodmyra,2016,5t8J6OEOFESFYzdwB3U52l,0
Neter,metal,cancion,Idols,2016,6twSUxh67o0Rzw2nKXsNB1,0
Bloodphemy,metal,cancion,Folie a Deux,2016,1t0Ta1CUOjsEpWTviLouoN,0
Crystal Pyramid,metal,cancion,Upon the Peak of Revelation,2016,4y8F0zTIVzhZksnYmPb9BF,0
Diktatur,metal,cancion,Par le fer et le feu,2016,610wB0WyaF5XSp28F6IIYc,3
Norhod,metal,cancion,Bleeding Path,2016,0o9RzT4NinjWHf9Rw3Ur1h,0
Putrid Pile,metal,cancion,I Need You Dead,2016,3lEe54WMNVNOCqJNlyO4Ft,0
Fable,metal,cancion,A Horn Heralds the Day,2016,6two54RuOUBFNv25eE6ZBs,0
13 Steps,metal,cancion,Willing for Power,2016,57lRTE7GkhtoD1f46bp6ma,0
Asgrauw,metal,cancion,Deken des doods,2016,6GJK6CzhvUHjgBHGvVRayC,0
Leafter,metal,cancion,All We Need Is a Match,2016,5ptlogf5XTvquZxP7ApRyB,0
Abyssus,metal,cancion,Left to Suffer - Demo,2016,7yGHgPxJjIV5Nhgm1zT9px,0
Bloodthirst,metal,cancion,The Viper's Nest,2016,170QVHNkStuP8v6Lhkjfqt,0
Macabra,metal,cancion,Death Speculation,2016,7nvfasbJxio6FL6T34idH1,0
Solacide,metal,cancion,The Maze,2016,6Xw0lHShge0OSZLMq28ul1,0
Avitas,metal,cancion,N.W.O.,2016,7GA72YLZJN6c5GNVnZrq7v,0
April in Flames,metal,cancion,Bitter Pill,2016,3PBLX07nBYAaNYXsesyM6b,0
Nôa,metal,cancion,La Niebla De Tu Pelo,2016,7IZd7zYIrNJWQZs3Ox07Fa,0
Isolated Antagonist,metal,cancion,The Last Death,2016,5DExYcN88XaWGcgAQilAZe,0
Mephistopheles,metal,cancion,R.J Everlife,2016,3aXxnl14SNPPvR6iDe1wEs,0
Speedfreaks,metal,cancion,Get off the phone,2016,27DjoktnkwROqwU1G1YSjm,0
Dimmi Argus,metal,cancion,I know your secrets - Single edit,2016,1FpfYl1TngevBiIXrdhKeH,0
Hung On Horns,metal,cancion,Kings & Liars Pt2,2016,04Cwf8p3G5t1eCLMyU6SoB,0
Jawcen,metal,cancion,Marchita,2016,37PAnzM37pKMQT8drYW3SU,0
Dead Rites,metal,cancion,Forsaken I,2016,7KDu6KOXbVuv5rTNI7IAPl,0
Carved,metal,cancion,Malice Striker,2016,0wKD3SNPPUMv4dmKJmQYxn,0
Circle Spectre Haunting,metal,cancion,Hymn Unto R'lyeh,2016,5OYIGQzdkP6GxLlaNztsDV,0
DYETH,metal,cancion,Icons to Ruins,2016,4NtTiaE6iQzRBFj1HEQw5g,0
Matakabra,metal,cancion,Pesadelo,2016,4RwLTDCGP6O5rzIYnVEfkv,3
Bastard Nation,metal,cancion,Mean Mistreater,2016,2XOuwd5TB2a0FNGZPMV8Uu,0
Flor De Loto,metal,cancion,Supernova,2016,27Zn0WmYwJeeiIypQPNz8W,0
Forza Diablo,metal,cancion,... Cosas del Diablo,2016,2zRZicOPZfw6xj6JeoEJ43,0
Mandragora Titania,metal,cancion,Tabula Rasa,2016,2iUd56hi0CXirnd22a2jqn,0
Harrow,metal,cancion,Song of Seasons,2016,07anw56fgTJHP5YMRJEyyQ,0
Decayed,metal,cancion,Night of the Demons (Introduction),2016,6UaVS8tioVaTQNiEXJ3QS3,0
Inbreeding Sick,metal,cancion,Stab Your Children!!!,2016,6OGRvXa175JQMjxU1USxIG,0
Sky Crypt,metal,cancion,Element of Anger,2016,1GoVQ8jifYJd2ewSD23rxV,0
Reflection,metal,cancion,"Me, Myself & I - Club Workout Remix BPM 122",2016,2xnJ0onzVaoMBESrsYrsCA,0
Immemoreal,metal,cancion,The Unholy Intro,2016,1SlCVQJazNhnrkFdpvmzjR,0
Ghost of Mary,metal,cancion,Black Star,2016,5OhmrhovSpnlwbfdOf1FTe,0
Hungry Wölf,metal,cancion,GoatnRoll,2016,1SmTKizQsJpPOUexu1hxn6,0
A Constant Storm,metal,cancion,Wasteland,2016,1bBycpjdO5iyE1DNtCx5wv,0
Standvast,metal,cancion,De teerling is geworpen,2016,06n3bNg6nYMbZgtAop6jv4,0
Arkham Witch,metal,cancion,Blood on Satan's Claw,2016,3KDdKJZVYrCw8Whf7FkzxY,0
Wolfsinger,metal,cancion,Lady Evil - Bonus Track,2016,42GF2tWkSwh1jaksyAmNtw,0
The Woman You Saw is the Great City That Rules over the Kings of the Earth,metal,cancion,Counting the Books While the Library Burns,2016,010mFyMzWmKowhFzEPQgqo,0
Teodasia,metal,cancion,Temptress,2016,18BlbTj43UhlAXWHPKGAL1,0
SEPTEMBER CODE,metal,cancion,Aftermath,2016,1hFOIWWGSLklKfJosmtAzg,0
The Burning Dogma,metal,cancion,Nemesys,2016,5t8IOcIMqRLo56zOyRUQtP,0
Cell 9,metal,cancion,A Burning Haze,2016,6eCczpI3IKDHk0yjZRicIN,0
Zargof,metal,cancion,Wanderer Above Sear Of Fog,2016,1lPVk4UluZIjtNUc1Qxw0E,0
SoundGate,metal,cancion,Close To The Sky,2016,2KB2uhRQTZeadM3zR7Evhp,0
Black Triad,metal,cancion,Zeitgeist,2016,4Mg7uBy0Rfb4XAxVOU2F1j,0
OST,metal,cancion,Leku Berberan - 2016,2016,0jCa9z4W2NPGDZEQm85D12,0
MindAhead,metal,cancion,Farewell,2016,5hBXd5wvetRvoAM03Or11y,0
Третий Рим,metal,cancion,Так будет всегда,2016,5okLWq2w0sKeusLtDiSbqr,0
Grotesque Ceremonium,metal,cancion,Burned at the Stake,2016,1q1i00MzCziFU67KT8UK4a,0
Decayed,metal,cancion,The Rise of Darkness: Prologue,2016,5uuDO82sBaeOfdQyKQjYDR,0
Taf,metal,cancion,Find,2016,1UjBbOsw3Snu7tewNRU1Gn,0
Nornahetta,metal,cancion,Essence of Standing Stipes,2016,1UjIQldUbNGMNcfp7obGFC,0
Suspiral,metal,cancion,Poisonous Essence - 2021 Remastered,2016,5dn2k8Ji6VFvEocyo7uevm,0
Mausoleum Gate,metal,cancion,Demon Soul,2016,5OYuPNwYiXyOfBtUdlompA,0
Pagan Megalith,metal,cancion,Virrasztásban,2016,4mvI4z01UHHkcS79f63yOl,0
Hercunia,metal,cancion,Uisonna,2016,0NuMaeaR4YFmduZfcGxwx4,0
All Else Fails,metal,cancion,The Sons of Plenty,2016,5ak4QPeeY6voS7Gr3IGtZ2,0
