artista,genero_musical,tipo,nombre,año_lanzamiento,id
Tayno,reggaeton,cancion,Tu Manera,2016,36bOPzppb7e02bYGGxfWgm
Sou El Flotador,reggaeton,cancion,Culo,2016,6Oxt9q6OwK3NL2upbsC34k
Gabo El De La Comision,reggaeton,cancion,Tan Tan Tan,2016,7tJY0nUmDN4E1g1AgRgyKt
Servando & Florentino,reggaeton,cancion,Mas Suave,2016,2sQ8W0VN141W9gYIE8X7mt
Ervin River,reggaeton,cancion,Hey You,2016,6p7KiIZwp7Iib05kX9N8Fc
Ian the Young Rich Boy,reggaeton,cancion,Como Decirte,2016,0pmPgNoJbQdKf4Cls9K8Ku
Sixto Rein,reggaeton,cancion,Vive La Vida,2016,3Pir7uxmFftlHL8PNi3LmH
Sniper SP,reggaeton,cancion,Tu para Mi Yo para Ti (feat. Mr. PJ),2016,0VkTH5AfmIBhMXnFFbFpiZ
Camileazy,reggaeton,cancion,Se Fue - Remix,2016,1l0VGXAye2Aw37wh1UNZle
Perreke,reggaeton,cancion,Pegate Tu (feat. Chillin),2016,6LtyBZUIIzHoNLZ0qjIs1q
Cheka,reggaeton,cancion,Hagamos el Amor,2016,0cxvHIwJ6o8q8izNklDZsM
Cheka,reggaeton,cancion,Let Me Get It,2016,36egdRGP9J1GDCMv3LVH8I
area3,reggaeton,cancion,No Permitire - Original Mix,2016,5Rb3Xt3EmQmaZnyMKZigrz
Gabo El De La Comision,reggaeton,cancion,Solita,2016,0KovuI7WuSIS8yfsXDPCgT
Raykel,reggaeton,cancion,Dale Pandero,2016,2wOASdw0To2j3FFhxu1q1K
Mill3r,reggaeton,cancion,Amigos,2016,05r0t7zYuItCVp6jpGcRb1
Cheka,reggaeton,cancion,Apiadate de Mi,2016,4nwyJoYQO4CwQtZF8d3rik
Sixto Rein,reggaeton,cancion,Vive la Vida,2016,2XAkVQ65JJCrZfmJILZuEj
"Beltito ""Esta En El Beat""",reggaeton,cancion,Sola,2016,7d9aks9dPS5VfHI3JRuFXN
Cheka,reggaeton,cancion,Hey Tu - Reloaded,2016,06yzAiyLvyg0Vj5twrAdDr
Ian the Young Rich Boy,reggaeton,cancion,Rompan,2016,0QVbPH5iVA9lY9a5wMeXnt
Andy Boy,reggaeton,cancion,La Crisis,2016,24WkuYUbETSMcAVMGYACHJ
Elias Diaz,reggaeton,cancion,Tengo Amor Para Dar,2016,2Xwc57eWvcLBWwNvsrc7Vf
area3,reggaeton,cancion,No Permitire - Original Mix,2016,2lGzmjOgHQyxpG4LzMB3cY
KRISTAL,reggaeton,cancion,Si Fuera Ayer,2016,1MJVVYLkXIdjtV8BhENMzJ
area3,reggaeton,cancion,El Verdadero Mambo,2016,45blFpoGwUwXMyC3SprjO1
Ian the Young Rich Boy,reggaeton,cancion,Temperatura,2016,6Whye7uL4kyPuh6cQfTif5
Falo,reggaeton,cancion,Se Siente Bien Heavy,2016,1AdcTFxrJJYcDWEM7dIr0L
"Beltito ""Esta En El Beat""",reggaeton,cancion,Cama en Fuego,2016,0eXQpi12gRfIsazI6ejLxb
Ian the Young Rich Boy,reggaeton,cancion,Primer Lugar,2016,69uOa0OV75CwjUrQJQhjXD
area3,reggaeton,cancion,Lento Y Suave,2016,64Ye9Dih34L2vhiRhpB86V
Ian the Young Rich Boy,reggaeton,cancion,Callejera,2016,0Lgqokd02LWLng9k1ZfCWQ
area3,reggaeton,cancion,Injusto - Original Mix,2016,4f9bbxIrRitd1Sg1Dxzy7p
Sniper SP,reggaeton,cancion,Ser Como Tu,2016,7og6UD5PSbFFLVYVbwXjmO
Andy Boy,reggaeton,cancion,Dime Algo,2016,585YozKNr2nIqH8JQn4hVE
El Barbero,reggaeton,cancion,Tu Recuerdo,2016,42FPelWcTdV3LCld9sjUIk
Ian the Young Rich Boy,reggaeton,cancion,Perdon,2016,40HX4rXcFs4KRerLDliwr0
KEVIN ROLDAN,reggaeton,cancion,Como Sufro,2016,3MCBCPWhY0brJmiIrW88vY
Ervin River,reggaeton,cancion,Somebody,2016,66ajvrqvVNEkKQh6fIAuKg
Sashi,reggaeton,cancion,Deseo,2016,7FzBRuK9N4WcrsY1MJGj63
Benny Benni,reggaeton,cancion,Fuck Valentine,2016,4FmUMzw1nTjBhnEZeh1iP0
"Beltito ""Esta En El Beat""",reggaeton,cancion,Orlando Es Como Puertorro,2016,3Jq1HqtpM3ZHFKYYUMtfx8
area3,reggaeton,cancion,Ella No Quiere Na' De Nada,2016,2fi140RxvRgKj3NZLKJRF2
Camileazy,reggaeton,cancion,No Return,2016,4XMYFHB0rLYGmoOiWBAWS4
Benny Benni,reggaeton,cancion,El Nuevo Narcohampon,2016,5wEjfbOucHBsC11eT9aGPg
Jutha & Small,reggaeton,cancion,Agua la Boca,2016,7LvlfWb6nX6HsDmSZT8qGv
Yoi Carrera,reggaeton,cancion,El Hueso,2016,0KUEDzbEnGTnMJ77rwxowi
Sashi,reggaeton,cancion,Deseo,2016,3IHqig9LtFDtdzD9it0Asz
Cheka,reggaeton,cancion,Nadie,2016,1LKMVWTU8RFb9kjI9uW3eq
Andy Boy,reggaeton,cancion,Sexo Sin Sentimientos,2016,6qWcbe2sOgWck9DFezVsAh
Enio La Formula,reggaeton,cancion,La Noche Es de los Dos,2016,058LjqdUSc6w7PZiDPfPIu
Tayno,reggaeton,cancion,Hogar Del Castigo,2016,7yazLVSU9nEI8BVpZ0wgv4
Alexander DJ,reggaeton,cancion,Dulce Veneno,2016,6qfd26Wq1QG0bA4WDaBiki
Mohrez,reggaeton,cancion,Dueño de Tu Vida,2016,5P1NnuCcH5wlRHgmiA8cwu
Camileazy,reggaeton,cancion,Se Fue,2016,1FpN61YSgRcq87ZJf3HF4a
J RIVERS,reggaeton,cancion,Señorita,2016,2IZMAwE5Qq8QzmxjqqsT8l
Sixto Rein,reggaeton,cancion,Le Queda Bien,2016,0AyuGdz70veWuC7wvGlFgB
Ian the Young Rich Boy,reggaeton,cancion,No Tienen,2016,4bxFN8Yj2AX4Rf8drmWTi7
Cheka,reggaeton,cancion,Noche de Locura,2016,7etfnIgnTXCnVESBCcPIJ5
Elias Diaz,reggaeton,cancion,La Noche Esta Perfecta - Original Mix,2016,7qeFBdCpuoqP0HqCYwbqa8
Cheka,reggaeton,cancion,Si Fuera Tuya,2016,64mRmzurFvCNORVEBQVn6S
Mym,reggaeton,cancion,Reyna de Reynas,2016,3u7n19yvm3GtkjJwQQfaTM
Tayno,reggaeton,cancion,Amanecer Contigo,2016,6QIX44HeyJuUy9lZBU8iD0
David Versailles,reggaeton,cancion,Te Voy a Enamorar.,2016,2OxeoVRZavcu2VMXSrC2aX
area3,reggaeton,cancion,Injusto,2016,6HfNGhoQMYlGj2cqArrRjD
"Galante ""El Emperador""",reggaeton,cancion,Un Ratito Mas,2016,5ep98OuFVfFWkIsxb7Z0n7
Andy Boy,reggaeton,cancion,Mala Maña,2016,704vkK0WGUKYzkHTb5CCYo
Don Chezina,reggaeton,cancion,Adios Amor,2016,5RNvJPjHRgl44mkUqspR0S
